Level 2,Level 3,Level 4,Level 5,GVA,GDP,Total Sales m,Available Sales m
Other Public Sector,Product Design,Deliver,Production prototypes,2.57,3.12,2.06,1.04
Other Public Sector,Product Design,Deliver,Production set-up,1.77,2.18,1.47,0.57
Other Public Sector,Product Design,Deliver,Tooling,2.71,3.16,2.21,0.86
Other Public Sector,Product Design,Deliver,Production management,2.79,3.71,2.43,0.91
Other Public Sector,Product Design,Deliver,User testing,1.56,1.87,1.31,0.35
Other Public Sector,Product Design,Deliver,Product testing,2.76,3.49,2.26,1.26
Other Public Sector,Motion,Discovery,Market research,0.11,0.13,0.09,0.05
Other Public Sector,Motion,Discovery,Market analysis,0.06,0.08,0.05,0.03
Other Public Sector,Motion,Discovery,Customer Insights,0.09,0.11,0.07,0.04
Other Public Sector,Motion,Discovery,Competitor analysis,0.09,0.12,0.08,0.04
Other Public Sector,Motion,Discovery,Audit ,0.05,0.07,0.04,0.01
Other Public Sector,Motion,Discovery,Story Research,0.10,0.13,0.09,0.02
Other Public Sector,Motion,Discovery,Location scouting,0.06,0.07,0.05,0.02
Other Public Sector,Motion,Discovery,Site surveys,0.07,0.09,0.06,0.03
Other Public Sector,Motion,Discovery,Logistics planning,0.10,0.13,0.09,0.03
Other Public Sector,Motion,Discovery,Budget planning ,0.10,0.12,0.08,0.03
Other Public Sector,Motion,Discovery,Pre-production planning,0.11,0.12,0.09,0.04
Other Public Sector,Motion,Define,Brand strategy,0.10,0.13,0.08,0.05
Other Public Sector,Motion,Define,Customer strategy,0.07,0.08,0.06,0.03
Other Public Sector,Motion,Define,Digital strategy,0.09,0.11,0.08,0.03
Other Public Sector,Motion,Define,Engagement strategy,0.08,0.10,0.07,0.03
Other Public Sector,Motion,Define,Design thinking,0.07,0.08,0.06,0.01
Other Public Sector,Motion,Define,Script development,0.06,0.08,0.05,0.01
Other Public Sector,Motion,Define,Storyboarding,0.11,0.14,0.09,0.04
Other Public Sector,Motion,Define,Production design,0.06,0.08,0.05,0.02
Other Public Sector,Motion,Define,Casting,0.09,0.11,0.07,0.02
Other Public Sector,Motion,Define,Prop scoping,0.08,0.11,0.07,0.04
Other Public Sector,Motion,Define,Visualising,0.07,0.08,0.05,0.02
Other Public Sector,Motion,Define,Sound design,0.08,0.10,0.07,0.03
Other Public Sector,Motion,Develop,Strategy development,2.74,3.34,2.27,1.15
Other Public Sector,Motion,Develop,Design development,1.88,2.25,1.54,0.44
Other Public Sector,Motion,Develop,Program design,2.87,3.73,2.50,1.30
Other Public Sector,Motion,Develop,Shoot,2.69,3.45,2.22,0.57
Other Public Sector,Motion,Develop,Grading,2.18,2.62,1.78,0.53
Other Public Sector,Motion,Develop,Rendering,1.96,2.36,1.65,0.78
Other Public Sector,Motion,Develop,Production design ,2.61,3.35,2.27,1.18
Other Public Sector,Motion,Develop,Lighting design,2.38,2.73,1.89,0.90
Other Public Sector,Motion,Develop,Set design,2.86,3.32,2.29,1.31
Other Public Sector,Motion,Develop,Effects design,2.37,2.92,2.02,0.80
Other Public Sector,Motion,Develop,Model making,2.38,2.92,1.92,0.59
Other Public Sector,Motion,Develop,Prop sourcing,1.77,2.05,1.44,0.48
Other Public Sector,Motion,Develop,Prop construction,2.06,2.54,1.70,0.52
Other Public Sector,Motion,Develop,Matt painting,3.18,3.90,2.72,1.34
Other Public Sector,Motion,Develop,Sculpture,2.68,3.49,2.28,0.68
Other Public Sector,Motion,Develop,Sound ,3.27,4.00,2.81,1.65
Other Public Sector,Motion,Deliver,Documentation,0.63,0.80,0.52,0.15
Other Public Sector,Motion,Deliver,Print production,0.81,1.01,0.70,0.37
Other Public Sector,Motion,Deliver,Digital touchpoints,0.94,1.18,0.80,0.19
Other Public Sector,Motion,Deliver,Production management,0.77,0.97,0.65,0.20
Other Public Sector,Motion,Deliver,Implementation,0.97,1.22,0.78,0.36
Other Public Sector,Motion,Deliver,Editing,0.67,0.89,0.59,0.16
Other Public Sector,Motion,Deliver,Audio editing,0.73,0.88,0.60,0.22
Other Public Sector,Motion,Deliver,Sound editing,0.91,1.17,0.78,0.41
Other Public Sector,Motion,Deliver,Final effects,0.64,0.83,0.54,0.24
Other Public Sector,Motion,Deliver,Post-production grade,0.65,0.77,0.54,0.20
Other Public Sector,Motion,Deliver,Dispatch,0.61,0.71,0.49,0.11
Other Public Sector,Motion,Deliver,Promotion,0.56,0.73,0.49,0.26
Other Public Sector,Service Design,Discovery,Market research,0.19,0.22,0.16,0.04
Other Public Sector,Service Design,Discovery,Market analysis,0.21,0.24,0.17,0.05
Other Public Sector,Service Design,Discovery,Customer Insights,0.12,0.15,0.10,0.04
Other Public Sector,Service Design,Discovery,Competitor analysis,0.10,0.12,0.08,0.02
Other Public Sector,Service Design,Discovery,Audit ,0.15,0.19,0.13,0.05
Other Public Sector,Service Design,Define,Service strategy,0.09,0.12,0.08,0.03
Other Public Sector,Service Design,Define,Customer strategy,0.15,0.19,0.12,0.05
Other Public Sector,Service Design,Define,Communications strategy,0.11,0.13,0.09,0.04
Other Public Sector,Service Design,Define,Engagement strategy,0.11,0.13,0.09,0.05
Other Public Sector,Service Design,Define,Design thinking,0.12,0.15,0.10,0.06
Other Public Sector,Service Design,Develop,Strategy development,1.53,1.81,1.24,0.29
Other Public Sector,Service Design,Develop,Design development,2.08,2.71,1.78,0.94
Other Public Sector,Service Design,Develop,Program design,2.06,2.38,1.67,0.94
Other Public Sector,Service Design,Develop,Presentation design,1.79,2.38,1.53,0.42
Other Public Sector,Service Design,Deliver,Documentation,1.14,1.42,0.93,0.23
Other Public Sector,Service Design,Deliver,Print production,1.62,2.02,1.39,0.51
Other Public Sector,Service Design,Deliver,Digital touchpoints,1.31,1.62,1.07,0.55
Other Public Sector,Service Design,Deliver,Production management,1.40,1.69,1.17,0.33
Other Public Sector,Service Design,Deliver,Implementation,0.79,0.98,0.69,0.32
Other Public Sector,Service Design,Discovery,Training,0.00,0.00,0.00,0.00
Other Public Sector,Service Design,No Data,Customer Experience Model,0.00,0.00,0.00,0.00
Other Public Sector,Service Design,Discovery,User Testing Services,0.00,0.00,0.00,0.00
Other Public Sector,Service Design,No Data,Scenarios,0.00,0.00,0.00,0.00
Other Public Sector,Service Design,No Data,Profiles,0.00,0.00,0.00,0.00
Other Public Sector,InnovationInvention,Discovery,Market research,0.09,0.11,0.08,0.02
Other Public Sector,InnovationInvention,Discovery,Market analysis,0.08,0.09,0.06,0.03
Other Public Sector,InnovationInvention,Discovery,Customer Insights,0.07,0.09,0.06,0.02
Other Public Sector,InnovationInvention,Discovery,Competitor analysis,0.12,0.15,0.10,0.03
Other Public Sector,InnovationInvention,Discovery,Audit ,0.10,0.12,0.08,0.02
Other Public Sector,InnovationInvention,Define,Brand strategy,0.18,0.22,0.15,0.05
Other Public Sector,InnovationInvention,Define,Customer strategy,0.09,0.12,0.08,0.04
Other Public Sector,InnovationInvention,Define,Digital strategy,0.22,0.26,0.18,0.10
Other Public Sector,InnovationInvention,Define,Engagement strategy,0.13,0.16,0.11,0.05
Other Public Sector,InnovationInvention,Define,Design thinking,0.15,0.19,0.13,0.07
Other Public Sector,InnovationInvention,Develop,Strategy development,2.41,3.10,2.04,0.59
Other Public Sector,InnovationInvention,Develop,Design development,2.70,3.43,2.31,1.22
Other Public Sector,InnovationInvention,Develop,Program design,3.02,3.89,2.53,0.66
Other Public Sector,InnovationInvention,Deliver,Documentation,0.76,0.93,0.61,0.26
Other Public Sector,InnovationInvention,Deliver,Print production,1.01,1.28,0.86,0.40
Other Public Sector,InnovationInvention,Deliver,Digital touchpoints,1.17,1.45,0.98,0.42
Other Public Sector,InnovationInvention,Deliver,Production management,0.54,0.72,0.47,0.24
Other Public Sector,InnovationInvention,Deliver,Implementation,0.74,0.90,0.60,0.36
Other Public Sector,Design Education,Discovery,Market research,0.21,0.25,0.17,0.07
Other Public Sector,Design Education,Discovery,Market analysis,0.19,0.23,0.16,0.07
Other Public Sector,Design Education,Discovery,Customer Insights,0.15,0.18,0.13,0.06
Other Public Sector,Design Education,Discovery,Competitor analysis,0.22,0.27,0.19,0.04
Other Public Sector,Design Education,Discovery,Audit ,0.24,0.29,0.19,0.04
Other Public Sector,Design Education,Define,Brand strategy,0.34,0.41,0.27,0.08
Other Public Sector,Design Education,Define,Customer strategy,0.27,0.33,0.22,0.06
Other Public Sector,Design Education,Define,Digital strategy,0.24,0.29,0.21,0.10
Other Public Sector,Design Education,Define,Engagement strategy,0.24,0.30,0.20,0.08
Other Public Sector,Design Education,Define,Design thinking,0.21,0.25,0.17,0.05
Other Public Sector,Design Education,Develop,Strategy development,1.87,2.40,1.64,0.66
Other Public Sector,Design Education,Develop,Design development,1.79,2.18,1.50,0.84
Other Public Sector,Design Education,Develop,Program design,1.51,1.89,1.31,0.36
Other Public Sector,Design Education,Deliver,Documentation,1.50,2.01,1.31,0.35
Other Public Sector,Design Education,Deliver,Print production,1.99,2.64,1.73,0.62
Other Public Sector,Design Education,Deliver,Digital touchpoints,2.13,2.53,1.75,0.96
Other Public Sector,Design Education,Deliver,Production management,1.34,1.70,1.14,0.62
Other Public Sector,Design Education,Deliver,Implementation,1.48,1.89,1.22,0.29
Leisure Industry less tourism, Strategy,Discovery,Brand audit,0.06,0.07,0.05,0.02
Leisure Industry less tourism, Strategy,Discovery,Market research,0.05,0.07,0.04,0.02
Leisure Industry less tourism, Strategy,Discovery,MarketCompetitor Analysis,0.04,0.06,0.04,0.01
Leisure Industry less tourism, Strategy,Discovery,Problem definition,0.03,0.04,0.03,0.01
Leisure Industry less tourism, Strategy,Discovery,Customer insights,0.05,0.06,0.04,0.02
Leisure Industry less tourism, Strategy,Discovery,Customer journey mapping,0.06,0.08,0.05,0.03
Leisure Industry less tourism, Strategy,Discovery,Problem definition,0.07,0.08,0.05,0.02
Leisure Industry less tourism, Strategy,Discovery,Brand strategy review,0.06,0.07,0.05,0.02
Leisure Industry less tourism, Strategy,Discovery,Organisational structure review,0.07,0.08,0.05,0.01
Leisure Industry less tourism, Strategy,Discovery,Resource needs identified,0.06,0.08,0.06,0.02
Leisure Industry less tourism, Strategy,Discovery,Comms audit,0.06,0.08,0.05,0.03
Leisure Industry less tourism, Strategy,Discovery,Channel analysis,0.05,0.07,0.04,0.01
Leisure Industry less tourism, Strategy,Define,Brand strategy development,0.06,0.08,0.05,0.02
Leisure Industry less tourism, Strategy,Define,Competitive Positioning ,0.05,0.06,0.04,0.01
Leisure Industry less tourism, Strategy,Define,Brand Definition,0.04,0.05,0.03,0.01
Leisure Industry less tourism, Strategy,Define,Customer segmentation,0.06,0.08,0.05,0.02
Leisure Industry less tourism, Strategy,Define,Customer journey development,0.06,0.08,0.05,0.01
Leisure Industry less tourism, Strategy,Define,Customer experience strategy,0.05,0.06,0.04,0.01
Leisure Industry less tourism, Strategy,Define,Channel strategy,0.07,0.10,0.06,0.03
Leisure Industry less tourism, Strategy,Define,Digital strategy,0.04,0.05,0.03,0.01
Leisure Industry less tourism, Strategy,Define,Service definition,0.04,0.05,0.03,0.01
Leisure Industry less tourism, Strategy,Define,Product ideation,0.08,0.10,0.07,0.03
Leisure Industry less tourism, Strategy,Define,Customer segmentation,0.06,0.07,0.05,0.03
Leisure Industry less tourism, Strategy,Define,Persona development,0.07,0.10,0.06,0.02
Leisure Industry less tourism, Strategy,Define,Customer journey development,0.06,0.07,0.05,0.02
Leisure Industry less tourism, Strategy,Define,Customer experience strategy,0.06,0.07,0.05,0.01
Leisure Industry less tourism, Strategy,Define,Product ideation,0.05,0.07,0.05,0.02
Leisure Industry less tourism, Strategy,Define,Engagement strategy,0.05,0.07,0.04,0.01
Leisure Industry less tourism, Strategy,Define,Campaign idea,0.06,0.07,0.05,0.02
Leisure Industry less tourism, Strategy,Define,Program design,0.05,0.06,0.04,0.02
Leisure Industry less tourism, Strategy,Define,Content definition,0.07,0.09,0.06,0.02
Leisure Industry less tourism, Strategy,Define,Program planning ,0.04,0.05,0.03,0.01
Leisure Industry less tourism, Strategy,Develop,Value proposition,0.82,1.02,0.66,0.28
Leisure Industry less tourism, Strategy,Develop,Brand architecture,0.73,0.93,0.61,0.27
Leisure Industry less tourism, Strategy,Develop,Vision  Purpose,0.80,0.94,0.66,0.16
Leisure Industry less tourism, Strategy,Develop,Mission  Ambition,0.73,0.91,0.63,0.27
Leisure Industry less tourism, Strategy,Develop,Brand story,0.76,0.92,0.62,0.33
Leisure Industry less tourism, Strategy,Develop,Customer experience design,0.72,0.90,0.60,0.36
Leisure Industry less tourism, Strategy,Develop,Service design,0.44,0.56,0.37,0.12
Leisure Industry less tourism, Strategy,Develop,Product design,0.61,0.79,0.53,0.29
Leisure Industry less tourism, Strategy,Develop,Touchpoint design,0.79,0.92,0.64,0.38
Leisure Industry less tourism, Strategy,Develop,Campaign idea development,0.49,0.57,0.40,0.11
Leisure Industry less tourism, Strategy,Develop,Messaging development,0.75,0.87,0.60,0.32
Leisure Industry less tourism, Strategy,Develop,Content development,0.43,0.53,0.34,0.09
Leisure Industry less tourism, Strategy,Develop,Collateral design,0.48,0.62,0.40,0.22
Leisure Industry less tourism, Strategy,Develop,Channel build,0.74,0.90,0.61,0.19
Leisure Industry less tourism, Strategy,Develop,Reporting model,0.67,0.86,0.59,0.13
Leisure Industry less tourism, Strategy,Deliver,Brand strategy documentation,0.41,0.49,0.34,0.18
Leisure Industry less tourism, Strategy,Deliver,Business case development,0.29,0.36,0.24,0.13
Leisure Industry less tourism, Strategy,Deliver,Board papers,0.34,0.43,0.28,0.08
Leisure Industry less tourism, Strategy,Deliver,Implementation roadmap,0.39,0.52,0.34,0.19
Leisure Industry less tourism, Strategy,Deliver,CX strategy documentation,0.39,0.45,0.31,0.11
Leisure Industry less tourism, Strategy,Deliver,Business case development,0.33,0.41,0.28,0.16
Leisure Industry less tourism, Strategy,Deliver,Board papers,0.35,0.44,0.31,0.17
Leisure Industry less tourism, Strategy,Deliver,Implementation roadmap,0.32,0.39,0.27,0.16
Leisure Industry less tourism, Strategy,Deliver,Launch campaign,0.20,0.24,0.17,0.04
Leisure Industry less tourism, Strategy,Deliver,Program collateral,0.25,0.28,0.20,0.10
Leisure Industry less tourism, Strategy,Deliver,Digital comms channel,0.40,0.46,0.32,0.10
Leisure Industry less tourism, Strategy,Deliver,Program content,0.28,0.35,0.22,0.08
Leisure Industry less tourism, Strategy,Deliver,Analysis,0.33,0.43,0.29,0.15
Leisure Industry less tourism, Strategy,Deliver,Reporting,0.33,0.41,0.28,0.07
Leisure Industry less tourism,Graphic Design,Discovery,Market research,0.05,0.06,0.04,0.02
Leisure Industry less tourism,Graphic Design,Discovery,Market analysis,0.03,0.04,0.03,0.02
Leisure Industry less tourism,Graphic Design,Discovery,Customer Insights,0.03,0.04,0.03,0.01
Leisure Industry less tourism,Graphic Design,Discovery,Competitor analysis,0.03,0.04,0.03,0.02
Leisure Industry less tourism,Graphic Design,Discovery,Competitor analysis,0.03,0.04,0.02,0.01
Leisure Industry less tourism,Graphic Design,Discovery,Identity audit,0.04,0.04,0.03,0.02
Leisure Industry less tourism,Graphic Design,Discovery,Packaging audit,0.05,0.06,0.04,0.02
Leisure Industry less tourism,Graphic Design,Discovery,Retail audit,0.05,0.06,0.04,0.02
Leisure Industry less tourism,Graphic Design,Discovery,Signage audit,0.03,0.04,0.03,0.01
Leisure Industry less tourism,Graphic Design,Discovery,Production planning,0.06,0.07,0.05,0.03
Leisure Industry less tourism,Graphic Design,Discovery,Audit ,0.06,0.08,0.05,0.03
Leisure Industry less tourism,Graphic Design,Define,Brand strategy,0.04,0.05,0.03,0.02
Leisure Industry less tourism,Graphic Design,Define,Customer strategy,0.05,0.07,0.04,0.01
Leisure Industry less tourism,Graphic Design,Define,Digital strategy,0.06,0.07,0.05,0.02
Leisure Industry less tourism,Graphic Design,Define,Engagement strategy,0.03,0.04,0.02,0.01
Leisure Industry less tourism,Graphic Design,Define,Design strategy,0.06,0.07,0.05,0.02
Leisure Industry less tourism,Graphic Design,Define,Creative territory ,0.04,0.04,0.03,0.01
Leisure Industry less tourism,Graphic Design,Define,Resource needs identified,0.04,0.05,0.03,0.01
Leisure Industry less tourism,Graphic Design,Define,Design strategy,0.04,0.05,0.03,0.02
Leisure Industry less tourism,Graphic Design,Define,Product architecture,0.05,0.07,0.04,0.02
Leisure Industry less tourism,Graphic Design,Define,Portfolio management ,0.03,0.04,0.03,0.02
Leisure Industry less tourism,Graphic Design,Define,Channel strategy,0.06,0.07,0.05,0.01
Leisure Industry less tourism,Graphic Design,Define,New product development (NPD),0.05,0.06,0.04,0.01
Leisure Industry less tourism,Graphic Design,Define,Signage system  architecture,0.06,0.07,0.05,0.02
Leisure Industry less tourism,Graphic Design,Develop,Strategy development,0.56,0.67,0.46,0.16
Leisure Industry less tourism,Graphic Design,Develop,Design development,0.69,0.87,0.56,0.30
Leisure Industry less tourism,Graphic Design,Develop,Program design,0.54,0.64,0.45,0.21
Leisure Industry less tourism,Graphic Design,Develop,Identity design,0.82,1.02,0.67,0.24
Leisure Industry less tourism,Graphic Design,Develop,Communication design,0.93,1.20,0.79,0.18
Leisure Industry less tourism,Graphic Design,Develop,Marketing collateral,0.66,0.76,0.53,0.16
Leisure Industry less tourism,Graphic Design,Develop,Corporate collateral,0.59,0.71,0.48,0.19
Leisure Industry less tourism,Graphic Design,Develop,Publications,0.61,0.75,0.50,0.23
Leisure Industry less tourism,Graphic Design,Develop,Artwork files,0.80,1.05,0.68,0.24
